sex,age,race,juv-fel-count,decile-score,juv-misd-count,juv-other-count,priors-count,days-b-screening-arrest,c-days-from-compas,c-charge-degree,is-recid,r-charge-degree,is-violent-recid,v-decile-score,c-jail-time,r-jail-time
Male,21,Non-White,1,7,0,0,1,-1.0,1.0,3,0,1,Low,8,2.0,0.0
Male,56,White,0,1,0,0,7,-1.0,1.0,3,1,2,Low,1,1.0,0.0
Male,38,Non-White,0,9,0,0,15,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,28,Non-White,0,5,0,0,2,-1.0,2147.0,2,0,1,Low,4,1.0,0.0
Male,45,Non-White,0,6,0,0,3,104.0,23.0,3,0,1,Low,4,218.0,0.0
Female,24,Non-White,0,2,0,0,1,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,61,White,0,1,0,0,1,-34.0,34.0,3,0,1,Low,1,1.0,0.0
Female,51,White,0,1,0,0,0,-1.0,1.0,2,1,2,High,1,1.0,67.0
Male,51,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,20,White,0,4,0,1,0,0.0,1.0,3,0,1,Low,7,1.0,0.0
Male,36,Non-White,0,1,0,0,1,-1.0,1.0,2,1,2,Low,1,1.0,1.0
Male,48,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,37,White,0,3,0,0,4,0.0,0.0,3,1,2,Low,4,1.0,21.0
Female,30,Non-White,0,7,0,0,2,-1.0,1.0,3,0,1,Low,4,2.0,0.0
Female,41,Non-White,0,6,0,0,5,0.0,1.0,2,0,1,Low,3,1.0,0.0
Male,27,Non-White,0,10,0,0,11,-1.0,1.0,3,1,3,Low,9,223.0,0.0
Male,37,Non-White,0,1,0,0,0,-1.0,1.0,2,1,2,High,1,1.0,13.0
Male,33,Non-White,0,4,0,0,4,0.0,1.0,3,1,2,Low,2,2.0,0.0
Male,54,Non-White,0,9,0,0,11,-1.0,1.0,3,0,1,Low,9,129.0,0.0
Male,23,Non-White,0,9,0,0,2,-1.0,1.0,3,0,1,Low,5,71.0,0.0
Male,22,Non-White,0,6,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,26,Non-White,0,4,0,0,2,-227.0,227.0,3,1,2,Low,6,226.0,0.0
Female,23,Non-White,0,6,2,0,3,0.0,1.0,3,0,1,Low,6,1.0,0.0
Male,41,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,52,White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,43,White,0,4,0,0,13,0.0,1.0,3,1,3,Low,1,51.0,230.0
Male,52,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,3,13.0,0.0
Male,28,White,0,1,0,0,1,-3.0,3.0,3,0,1,Low,2,3.0,0.0
Male,30,Non-White,0,9,0,2,11,-1.0,1.0,2,1,2,High,4,1.0,6.0
Male,28,White,0,5,0,0,1,0.0,0.0,3,0,1,Low,3,6.0,0.0
Male,47,White,0,2,0,0,1,-38.0,38.0,3,0,1,Low,3,37.0,0.0
Female,34,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,22,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,30,Non-White,0,2,0,0,4,0.0,0.0,3,0,1,Low,2,-1.0,0.0
Male,25,Non-White,0,4,0,0,4,0.0,0.0,3,0,1,Low,4,1.0,0.0
Male,31,White,0,8,0,0,0,-1.0,1.0,3,1,3,Low,5,30.0,42.0
Male,37,White,0,2,0,0,0,-1.0,1.0,3,1,2,Low,1,35.0,0.0
Male,32,Non-White,0,9,1,0,14,-1.0,1.0,3,0,1,Low,8,1.0,0.0
Male,26,Non-White,0,8,1,0,4,649.0,1562.0,2,0,1,Low,6,75.0,0.0
Male,53,White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,28,Non-White,0,8,0,0,25,29.0,70.0,3,1,3,Low,9,25.0,0.0
Male,44,White,0,5,0,0,8,-1.0,1.0,2,1,2,Low,3,4.0,1.0
Male,25,Non-White,0,3,0,0,0,0.0,1.0,3,0,1,Low,4,1.0,0.0
Female,30,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,22,White,0,8,0,1,1,0.0,0.0,2,1,3,Low,7,5.0,7.0
Female,30,Non-White,1,8,0,0,2,-153.0,153.0,3,0,1,Low,8,111.0,0.0
Female,20,Non-White,0,5,0,0,0,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Female,37,Non-White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Female,33,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,47,White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,1,3.0,0.0
Female,40,Non-White,0,2,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,24,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,36,White,0,7,0,0,8,150.0,0.0,3,1,2,High,9,22.0,22.0
Male,30,White,0,2,0,0,4,-140.0,140.0,3,0,1,Low,2,62.0,0.0
Male,22,Non-White,0,9,0,0,3,161.0,208.0,2,1,2,High,9,1.0,1.0
Female,24,White,0,7,0,0,1,-32.0,32.0,2,1,2,High,5,29.0,1.0
Male,27,Non-White,0,2,0,0,3,-44.0,46.0,2,1,3,Low,3,6.0,2.0
Female,31,Non-White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,47,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,23,Non-White,0,6,0,1,1,-1.0,1.0,3,1,3,Low,4,1.0,1.0
Female,23,White,0,5,0,4,5,-1.0,1.0,3,1,2,Low,7,1.0,1.0
Male,24,Non-White,0,8,0,0,0,-3.0,3.0,2,0,1,Low,7,1.0,0.0
Male,29,Non-White,0,3,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,20,Non-White,0,8,0,0,1,-1.0,1.0,3,1,3,High,7,1.0,121.0
Male,30,Non-White,0,6,0,0,2,-1.0,1.0,3,1,3,Low,5,1.0,27.0
Male,39,White,0,2,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,38,Non-White,0,4,0,0,1,-1.0,729.0,2,0,1,Low,2,1.0,0.0
Male,39,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,27,Non-White,0,4,0,0,4,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,18,Non-White,2,10,0,0,2,-5.0,5.0,3,0,1,Low,10,1.0,0.0
Male,31,White,0,4,0,0,2,812.0,1016.0,2,1,3,Low,3,10.0,11.0
Female,37,Non-White,0,1,0,0,2,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,31,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,27,Non-White,0,8,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,20,Non-White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,6,2.0,0.0
Male,46,Non-White,1,8,0,0,5,-1.0,1422.0,2,0,1,Low,6,323.0,0.0
Male,22,Non-White,0,7,0,1,0,0.0,0.0,3,0,1,Low,6,2.0,0.0
Female,52,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,23,Non-White,0,4,0,0,0,-1.0,1.0,3,1,2,Low,4,3.0,0.0
Male,20,Non-White,1,7,0,0,1,0.0,0.0,3,0,1,Low,10,22.0,0.0
Female,48,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,25,White,0,5,0,0,0,0.0,1.0,3,0,1,Low,4,1.0,0.0
Male,27,White,0,6,0,0,0,-1.0,1.0,3,1,3,High,7,1.0,242.0
Male,30,Non-White,0,7,0,0,11,0.0,0.0,3,1,2,Low,6,1.0,1.0
Male,22,Non-White,0,10,1,1,3,-1.0,1.0,2,1,2,Low,7,1.0,2.0
Female,22,White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,32,White,0,4,0,0,2,-232.0,232.0,3,0,1,Low,4,40.0,0.0
Female,41,Non-White,0,3,0,0,2,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,35,White,0,8,0,0,9,0.0,0.0,3,0,1,Low,8,43.0,0.0
Male,43,Non-White,0,1,0,0,0,0.0,0.0,3,0,1,Low,1,5.0,0.0
Female,25,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,44,Non-White,0,7,0,0,24,53.0,31.0,2,0,1,Low,3,117.0,0.0
Male,52,Non-White,0,6,0,0,3,0.0,1.0,3,1,3,Low,2,24.0,42.0
Male,43,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,1,41.0,0.0
Male,37,Non-White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,47,Non-White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,3.0,0.0
Female,45,White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,1,7.0,0.0
Male,23,Non-White,0,4,0,0,2,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,37,White,0,1,0,0,3,-4.0,4.0,3,0,1,Low,1,2.0,0.0
Male,28,Non-White,0,4,0,0,3,299.0,100.0,2,1,3,High,3,2.0,3.0
Male,70,White,0,1,0,0,1,-13.0,13.0,2,0,1,Low,1,12.0,0.0
Male,54,White,0,2,0,0,6,-266.0,322.0,3,1,3,Low,1,1.0,2.0
Male,58,White,0,7,0,0,9,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,46,White,0,4,0,0,3,-1.0,1.0,3,0,1,Low,2,14.0,0.0
Male,21,Non-White,0,9,0,0,0,-1.0,1.0,2,1,2,Low,7,1.0,1.0
Male,26,Non-White,0,8,0,0,1,-1.0,1.0,2,1,3,High,6,1.0,11.0
Male,38,Non-White,0,1,0,0,3,23.0,82.0,3,1,3,Low,1,1.0,2.0
Male,34,White,0,4,0,0,5,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Female,34,White,0,8,0,0,0,-1.0,1.0,3,0,1,Low,4,3.0,0.0
Male,19,Non-White,0,5,0,0,1,-48.0,48.0,3,1,2,Low,7,48.0,10.0
Male,34,Non-White,0,4,0,0,5,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Female,32,Non-White,0,4,0,0,3,-26.0,26.0,2,0,1,Low,3,3.0,0.0
Male,23,White,0,5,0,0,0,0.0,1.0,3,1,2,Low,5,1.0,0.0
Male,34,Non-White,0,4,0,0,5,-1.0,1.0,3,1,2,Low,2,2.0,60.0
Male,30,Non-White,0,1,0,0,2,-83.0,83.0,3,0,1,Low,2,83.0,0.0
Male,39,Non-White,0,3,0,0,6,-1.0,1.0,3,1,2,Low,1,2.0,0.0
Male,24,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,33,White,0,3,0,0,1,-93.0,93.0,2,1,3,High,2,1.0,1.0
Male,33,White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,40,White,0,4,0,0,6,-39.0,2417.0,2,0,1,Low,2,9.0,0.0
Male,58,White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Female,21,Non-White,0,6,0,0,0,0.0,0.0,2,0,1,Low,7,1.0,0.0
Male,44,Non-White,0,2,0,0,2,-372.0,372.0,3,0,1,Low,1,358.0,0.0
Male,56,Non-White,0,8,0,0,13,0.0,1.0,3,0,1,Low,3,477.0,0.0
Male,27,White,0,5,0,0,1,0.0,0.0,3,0,1,Low,3,8.0,0.0
Male,21,Non-White,0,5,0,0,1,-36.0,36.0,3,1,3,Low,7,36.0,11.0
Male,23,Non-White,0,8,0,1,4,-11.0,11.0,2,1,2,Low,5,11.0,4.0
Male,62,White,0,1,0,0,0,0.0,0.0,3,0,1,Low,1,1.0,0.0
Male,27,Non-White,1,8,0,1,4,300.0,707.0,2,1,3,Low,10,1.0,1.0
Male,57,Non-White,0,1,0,0,6,-1.0,1.0,2,0,1,Low,1,2.0,0.0
Male,37,White,0,3,0,0,5,-1.0,1.0,3,0,1,Low,1,10.0,0.0
Male,43,Non-White,0,2,0,0,2,-1.0,1.0,3,1,3,Low,1,7.0,0.0
Female,32,Non-White,0,1,0,0,5,0.0,2.0,3,0,1,Low,1,-1.0,0.0
Female,33,Non-White,0,3,0,0,2,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,23,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,5,45.0,0.0
Male,27,Non-White,0,1,0,0,0,0.0,1.0,2,0,1,Low,2,1.0,0.0
Male,44,White,0,1,0,0,0,-1.0,1.0,2,1,3,Low,1,1.0,1.0
Male,28,White,0,3,0,0,3,-1.0,1.0,2,1,2,Low,3,1.0,0.0
Female,42,White,0,2,0,0,0,-3.0,3.0,3,0,1,Low,1,1.0,0.0
Male,48,Non-White,0,5,0,0,5,-1.0,1.0,3,0,1,Low,3,139.0,0.0
Male,24,Non-White,0,10,1,0,9,-1.0,1.0,3,1,2,High,10,4.0,44.0
Male,27,Non-White,0,2,0,0,0,0.0,0.0,3,0,1,Low,3,17.0,0.0
Male,20,Non-White,0,10,0,0,0,-1.0,1.0,3,1,2,Low,9,1.0,4.0
Male,24,Non-White,0,8,0,0,1,-1.0,1.0,3,0,1,Low,8,2.0,0.0
Male,31,White,2,10,0,0,6,-1.0,1.0,3,0,1,Low,9,163.0,0.0
Male,22,Non-White,0,5,1,0,2,-1.0,1.0,3,0,1,Low,7,1.0,0.0
Female,51,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,56,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,20,White,0,6,0,0,0,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,54,Non-White,0,3,0,0,1,114.0,256.0,3,0,1,Low,2,5.0,0.0
Male,29,Non-White,0,9,0,0,7,-1.0,1.0,3,0,1,Low,6,1.0,0.0
Male,42,White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,20,Non-White,0,9,0,0,0,-1.0,1.0,3,1,2,Low,8,209.0,15.0
Male,53,White,0,1,0,0,6,-176.0,176.0,3,0,1,Low,1,174.0,0.0
Male,48,Non-White,0,8,0,0,8,-1.0,1072.0,2,0,1,Low,1,33.0,0.0
Male,24,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,27,White,0,5,0,0,8,-1.0,1.0,3,0,1,Low,3,68.0,0.0
Male,24,Non-White,0,9,1,0,2,-1.0,1.0,3,1,2,High,9,19.0,53.0
Female,22,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,53,White,0,6,0,0,36,-7.0,7.0,3,1,2,Low,9,32.0,0.0
Male,36,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,28,White,0,3,0,0,2,0.0,1.0,2,1,2,High,4,1.0,0.0
Male,46,Non-White,0,1,0,0,1,-27.0,28.0,3,0,1,Low,1,-1.0,0.0
Male,21,Non-White,0,4,0,0,0,0.0,0.0,3,0,1,Low,5,1.0,0.0
Male,21,Non-White,0,5,1,0,3,-22.0,22.0,3,1,2,Low,6,22.0,0.0
Female,36,Non-White,0,7,0,0,0,-1.0,1.0,3,0,1,Low,5,12.0,0.0
Female,25,White,0,4,0,0,2,-2.0,2.0,2,1,3,Low,4,1.0,53.0
Female,23,Non-White,0,3,0,0,1,0.0,1.0,2,1,2,Low,4,1.0,10.0
Male,54,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,33.0,0.0
Male,28,White,0,5,0,0,1,-4.0,4.0,3,0,1,Low,3,1.0,0.0
Female,21,Non-White,0,8,0,0,0,-1.0,1.0,3,1,2,Low,7,1.0,1.0
Male,36,White,0,3,0,0,0,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,24,Non-White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,28,Non-White,0,6,0,0,3,206.0,862.0,3,1,2,Low,4,32.0,32.0
Male,30,Non-White,0,2,0,0,1,-1.0,1.0,3,1,2,Low,2,1.0,0.0
Male,29,Non-White,0,1,0,0,0,-1.0,1.0,3,0,1,Low,2,1.0,0.0
Male,22,Non-White,0,8,0,0,2,-113.0,1.0,3,0,1,Low,9,48.0,0.0
Male,31,Non-White,0,9,0,0,8,271.0,770.0,3,0,1,Low,5,1.0,0.0
Female,30,White,0,6,0,0,0,0.0,1.0,2,0,1,Low,2,3.0,0.0
Male,51,Non-White,0,1,0,0,1,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,33,Non-White,0,1,0,0,3,-94.0,94.0,3,0,1,Low,1,3.0,0.0
Female,25,Non-White,0,6,0,0,2,-86.0,86.0,3,0,1,Low,5,1.0,0.0
Male,37,Non-White,0,2,0,0,4,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Male,32,Non-White,0,9,1,0,12,-1.0,1.0,3,1,2,High,7,1.0,0.0
Male,23,Non-White,0,6,0,1,1,0.0,1.0,3,0,1,Low,5,1.0,0.0
Male,47,Non-White,0,3,0,0,3,0.0,0.0,3,0,1,Low,2,1.0,0.0
Female,32,Non-White,0,3,0,0,1,-80.0,80.0,3,1,2,Low,3,2.0,0.0
Male,37,White,0,1,0,0,0,-1.0,0.0,3,0,1,Low,1,19.0,0.0
Male,19,Non-White,0,10,2,0,2,-1.0,1.0,3,1,2,Low,9,1.0,0.0
Male,27,Non-White,0,8,0,0,0,-1.0,1.0,2,0,1,Low,6,2.0,0.0
Male,39,Non-White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,21,White,0,6,0,2,0,0.0,0.0,3,0,1,Low,8,1.0,0.0
Male,69,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,36,White,0,3,0,0,3,-106.0,106.0,3,0,1,Low,3,6.0,0.0
Male,21,White,0,6,0,0,2,-1.0,1.0,3,0,1,Low,6,2.0,0.0
Male,26,Non-White,0,10,0,1,6,0.0,0.0,2,1,2,Low,10,3.0,2.0
Male,22,White,0,4,0,0,0,-2.0,3.0,3,0,1,Low,5,1.0,0.0
Female,23,Non-White,0,5,0,0,0,-1.0,1.0,3,1,2,Low,5,1.0,23.0
Male,20,Non-White,1,7,0,0,1,-48.0,48.0,3,0,1,Low,10,24.0,0.0
Male,28,White,0,2,0,0,0,-2.0,2.0,3,0,1,Low,2,1.0,0.0
Male,45,White,0,5,0,0,0,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,49,Non-White,0,5,0,0,3,0.0,1.0,3,0,1,Low,4,3.0,0.0
Male,29,Non-White,0,4,0,1,2,-1.0,1.0,2,1,3,Low,3,50.0,1.0
Female,60,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Male,23,Non-White,2,10,0,0,3,0.0,1.0,3,1,2,Low,10,1.0,0.0
Male,34,Non-White,0,5,0,0,2,47.0,271.0,2,1,3,High,2,207.0,208.0
Male,30,White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,2,2.0,0.0
Female,20,Non-White,1,4,0,0,1,-21.0,21.0,3,0,1,Low,7,2.0,0.0
Male,36,Non-White,0,3,0,0,1,0.0,1.0,3,0,1,Low,2,95.0,0.0
Male,30,White,0,4,0,0,0,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,21,Non-White,0,3,1,0,1,-1.0,2.0,3,1,2,Low,6,-1.0,0.0
Male,34,Non-White,1,8,0,0,11,-1.0,1.0,2,0,1,Low,4,3.0,0.0
Male,25,Non-White,0,7,0,0,1,-1.0,1.0,3,0,1,Low,3,2.0,0.0
Male,25,Non-White,0,7,0,0,7,0.0,0.0,3,0,1,Low,6,1.0,0.0
Male,22,White,0,6,0,0,2,-1.0,1.0,2,1,2,Low,5,1.0,7.0
Male,29,White,0,8,0,0,2,-1.0,1.0,2,0,1,Low,5,1.0,0.0
Male,36,Non-White,0,1,0,0,1,-32.0,32.0,3,0,1,Low,1,6.0,0.0
Male,29,Non-White,0,2,1,0,7,-24.0,24.0,2,0,1,Low,4,1.0,0.0
Male,21,Non-White,0,9,0,0,4,-1.0,0.0,3,1,2,Low,6,219.0,499.0
Male,21,Non-White,0,5,0,0,0,-1.0,1.0,3,1,3,Low,6,12.0,0.0
Male,33,White,0,1,0,0,3,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,34,White,0,1,0,0,1,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,27,White,0,2,0,0,0,-1.0,1.0,2,0,1,Low,2,1.0,0.0
Female,50,White,0,1,0,0,1,-1.0,1.0,2,1,2,Low,1,1.0,20.0
Male,26,Non-White,0,3,0,0,1,-1.0,1.0,3,0,1,Low,3,1.0,0.0
Male,40,White,0,7,0,0,0,-1.0,1.0,3,1,2,Low,9,8.0,34.0
Male,25,Non-White,0,8,0,0,7,-1.0,1.0,3,1,2,Low,7,127.0,0.0
Female,53,White,0,1,0,0,1,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,24,Non-White,0,4,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,39,White,0,4,0,0,2,0.0,0.0,2,0,1,Low,4,1.0,0.0
Male,42,Non-White,0,1,0,0,1,-12.0,13.0,3,0,1,Low,1,4.0,0.0
Male,28,Non-White,0,3,0,0,1,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,24,White,0,4,0,0,1,-36.0,37.0,2,0,1,Low,4,36.0,0.0
Female,23,Non-White,0,4,0,0,0,-1.0,1.0,2,0,1,Low,4,1.0,0.0
Male,26,Non-White,1,8,1,0,6,-1.0,1.0,3,1,2,Low,3,1.0,31.0
Male,42,Non-White,0,5,0,0,3,-1.0,1.0,2,0,1,Low,3,87.0,0.0
Male,22,White,0,2,0,1,1,-22.0,22.0,2,0,1,Low,4,1.0,0.0
Male,22,Non-White,0,9,0,0,4,-1.0,1.0,3,1,3,High,9,260.0,198.0
Male,21,White,0,7,0,0,3,-8.0,8.0,2,0,1,Low,8,5.0,0.0
Male,37,Non-White,0,9,0,0,23,-1.0,1.0,3,1,2,Low,4,17.0,70.0
Male,44,White,0,2,0,0,0,0.0,0.0,2,0,1,Low,2,3.0,0.0
Male,64,White,0,9,0,0,13,-499.0,499.0,3,0,1,Low,2,106.0,0.0
Male,35,Non-White,0,5,0,0,2,-1.0,1.0,3,0,1,Low,5,5.0,0.0
Male,36,Non-White,0,7,0,0,8,0.0,0.0,3,0,1,Low,4,484.0,0.0
Male,53,Non-White,0,1,0,0,2,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,4,0,0,7,-1.0,1.0,3,1,2,Low,3,1.0,0.0
Male,48,White,1,8,0,0,23,-1.0,1.0,3,1,3,High,5,360.0,0.0
Male,23,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,4,1.0,0.0
Male,48,Non-White,0,4,0,0,8,-1.0,1.0,3,0,1,Low,1,175.0,0.0
Female,52,White,0,1,0,0,0,0.0,1.0,2,0,1,Low,1,1.0,0.0
Male,44,Non-White,0,2,0,0,7,-1.0,1.0,2,0,1,Low,3,1.0,0.0
Male,28,Non-White,0,5,0,0,1,-1.0,1.0,3,0,1,Low,2,76.0,0.0
Male,27,Non-White,0,8,0,0,12,-1.0,1.0,3,1,2,Low,5,31.0,46.0
Male,28,Non-White,0,9,0,0,5,0.0,0.0,3,1,2,Low,6,51.0,15.0
Male,33,White,0,3,0,0,3,0.0,1.0,2,0,1,Low,1,1.0,0.0
Female,28,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,47,White,0,10,0,0,5,-312.0,312.0,3,1,3,Low,6,291.0,4.0
Male,36,Non-White,0,7,0,0,14,-1.0,1.0,3,1,2,Low,3,1.0,1.0
Male,29,Non-White,1,5,0,0,2,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Male,22,Non-White,0,9,0,1,0,0.0,0.0,2,1,2,Low,7,21.0,4.0
Male,26,Non-White,0,7,0,2,6,-34.0,35.0,3,0,1,Low,7,1.0,0.0
Male,40,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,1.0,0.0
Male,65,White,0,1,0,0,0,0.0,0.0,2,0,1,Low,1,2.0,0.0
Male,25,White,0,2,0,0,0,0.0,1.0,3,0,1,Low,3,1.0,0.0
Male,68,White,0,1,0,0,2,-150.0,150.0,3,0,1,Low,1,1.0,0.0
Female,32,White,0,4,0,0,1,-1.0,1.0,3,0,1,Low,4,2.0,0.0
Male,56,Non-White,0,3,0,0,5,-1.0,1.0,3,0,1,Low,3,12.0,0.0
Male,27,Non-White,0,8,0,0,9,-1.0,1.0,3,1,3,High,8,52.0,66.0
Male,52,White,0,1,0,0,4,-1.0,1.0,3,1,2,Low,1,7.0,110.0
Female,31,Non-White,0,2,0,0,0,-1.0,1.0,3,0,1,Low,2,2.0,0.0
Male,32,Non-White,0,2,0,0,3,0.0,1.0,3,0,1,Low,2,1.0,0.0
Male,60,Non-White,0,1,0,0,4,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,35,Non-White,0,6,6,3,29,-74.0,74.0,3,0,1,Low,2,1.0,0.0
Male,31,Non-White,0,8,0,0,4,-1.0,1.0,3,0,1,Low,8,170.0,0.0
Male,23,Non-White,0,3,0,0,1,-5.0,5.0,2,0,1,Low,4,5.0,0.0
Female,39,White,0,6,0,0,0,-2.0,2.0,2,0,1,Low,2,1.0,0.0
Male,56,White,0,1,0,0,0,-1.0,1.0,2,0,1,Low,1,1.0,0.0
Female,22,Non-White,0,7,0,0,0,0.0,1.0,3,0,1,Low,8,1.0,0.0
Female,27,Non-White,0,2,0,0,1,-31.0,31.0,3,1,2,Low,2,1.0,0.0
Female,47,White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,1.0,0.0
Male,53,Non-White,0,6,0,0,11,-1.0,1.0,3,0,1,Low,3,110.0,0.0
Male,25,White,0,2,0,0,0,0.0,0.0,2,1,2,Low,3,1.0,1.0
Male,21,Non-White,0,3,0,0,0,0.0,0.0,2,0,1,Low,6,1.0,0.0
Male,22,White,0,3,0,0,0,-1.0,1.0,3,0,1,Low,5,1.0,0.0
Female,43,Non-White,0,1,0,0,0,-3.0,3.0,2,0,1,Low,1,1.0,0.0
Female,59,White,0,1,0,0,0,-2.0,2.0,3,0,1,Low,1,1.0,0.0
Female,58,White,0,1,0,0,2,-23.0,23.0,2,0,1,Low,1,1.0,0.0
Male,53,Non-White,0,1,0,0,4,-24.0,25.0,3,0,1,Low,1,-1.0,0.0
Male,31,Non-White,0,3,0,0,7,0.0,1.0,2,1,2,Low,2,1.0,0.0
Male,22,Non-White,0,5,0,0,2,0.0,1.0,3,0,1,Low,6,171.0,0.0
Male,22,White,0,5,0,0,1,-1.0,1.0,3,1,3,Low,5,1.0,18.0
Male,28,Non-White,0,6,0,0,8,-1.0,1.0,3,1,3,Low,6,3.0,0.0
Male,42,Non-White,0,1,0,0,1,-1.0,1.0,3,0,1,Low,1,2.0,0.0
Male,20,Non-White,0,7,0,0,0,0.0,0.0,3,1,2,Low,8,1.0,0.0
Male,29,White,0,6,0,0,0,0.0,0.0,2,1,2,High,4,5.0,0.0
Female,41,White,0,1,0,0,0,-1.0,2.0,2,0,1,Low,1,1.0,0.0
Male,29,Non-White,0,10,0,0,8,178.0,614.0,3,0,1,Low,9,87.0,0.0
